Gene_name,WT_control_value,WT_log2_ratio,WT_Input_control_value,WT_Input_log2_ratio,Taf1_Input_control_value,Taf1_Input_log2_ratio,Taf1_control_value,Taf1_log2_ratio,Taf2_control_value,Taf2_log2_ratio,Taf7_control_value,Taf7_log2_ratio,Taf11_control_value,Taf11_log2_ratio,Taf13_control_value,Taf13_log2_ratio,Med14_control_value,Med14_log2_ratio,WT_minus_SM_control_value,WT_minus_SM_log2_ratio,WT_SM_control_value,WT_SM_log2_ratio,Taf1_SM_control_value,Taf1_SM_log2_ratio
YOR123C,0.5663573709,0.4395107657,0.3455593959,-0.682105222,0.6673496295,-0.1017649283,1.0050352529,-2.1107517955,1.4381616395,-1.8143314985,0.4410425981,-1.6382214833,0.6863631923,-1.5687680822,0.5151911978,-2.4893456767,1.1769737353,-2.4723815081,0.6930917027,0.1294643411,0.9775194365,-0.2571035342,0.4274210375,-0.7419169182
YEL041W,0.2663938406,-0.5905602558,0.6553217764,-0.2196430473,1.0594791179,-0.0036642109,0.3168219083,-0.2747081424,0.274926467,-0.1143313136,0.2242171377,-0.3757787504,0.3251670947,-1.0786978626,0.1883056435,-0.8846461932,0.2285075008,-0.7389212952,0.6107596722,-0.1052630781,0.4017058808,-0.5929938607,0.4396614891,-0.2194327031
YDL002C,0.5158203276,0.3704053634,0.418926392,-0.5522853329,0.7358467592,-0.0061587037,0.6921760384,-2.0193607407,1.025140605,-1.9579435511,0.5270947303,-2.6244369275,0.5682134518,-2.6316008381,0.2461831356,-1.8446817338,1.0562537463,-3.1223106777,0.4346808011,-1.2017846337,0.6955770958,-0.9499237592,0.1753246267,0.0336138151
YKL021C,0.7558947921,0.7095576555,0.3675103958,-0.1732117436,0.6919820689,0.1337909335,0.6946046658,-1.9291787839,1.2241643783,-1.2652960299,0.4953274561,-1.8997690322,0.6294873578,-1.2842264371,0.3867194687,-1.6061219258,1.6984631902,-2.5623801383,0.6859425676,-0.1386245599,0.9168558575,-0.5625888453,0.6527104106,-1.1586839322
YMR014W,0.4021984123,1.5004492131,0.7051336609,-0.5419560974,1.0641213853,0.223436975,0.4815114664,-0.4540530051,0.8871865857,-0.5013982602,0.4049208708,-0.5721769181,0.5849396539,-0.3911828619,0.2599324366,-0.2583010921,1.4412698576,-2.5157722344,0.581602164,-0.0322378073,1.0498627594,-0.4507170097,0.4610143462,-0.3769111176
YIL062C,1.6729642586,0.1890800593,0.8939966877,-0.0964949485,0.8489665005,0.2894095971,0.8195469627,-1.5368678737,1.4032160608,-0.561677414,1.1284769851,-1.5401878619,1.5098605722,-2.3109715038,0.4854644483,-1.5253114847,3.0517649844,-3.3020721314,1.377798292,0.6225310472,1.5028433162,-0.9878150695,0.6826107246,-1.0762119568
YJL078C,0.803515032,0.2716300722,0.4787850804,-0.458537602,0.6681075507,0.1387543136,0.9883617844,-1.3608278408,1.5902327946,-1.3537447213,0.7116494115,-1.2306631187,0.7864745965,-1.4228722864,0.5977413485,-1.7556520604,1.5249495504,-3.9248365232,2.4095876357,-1.2047637844,2.2103493038,-0.5689737794,0.7676745883,-0.8383093612
YPR106W,0.6278060489,0.4735022997,0.5860916995,-0.5374398292,0.7738375601,0.2633877403,0.7787458827,-1.6497252903,1.0992640016,-1.4019704714,0.5421816216,-1.351310294,0.6892390112,-1.7222829546,0.3841652507,-2.0187305342,1.4366672977,-3.5560822336,0.7695029175,-0.0251734192,0.6863526074,-0.2924096062,0.2804604332,-0.047827025
YGR186W,3.576409849,-0.4210511117,0.5595816457,-0.1268495117,0.6261376634,-0.0411832422,1.5111287147,-1.2127829336,1.801466116,-0.569026994,2.7848941616,-2.3757522054,3.4789404098,-2.1061096423,0.796372554,-0.8896014391,2.3068881292,-1.5339613271,0.9744753276,0.0757581982,1.2856937353,-0.7613349412,0.9589365201,-0.9871492671
YDR315C,0.3671930869,0.4061767417,0.5900597649,-0.5555198416,0.6232007187,0.1640576118,0.5067007434,-1.5026421441,0.3242310638,-0.1603549977,0.2565055226,-0.6783976114,0.4729024773,-2.7469190845,0.1274935179,-0.6454179173,0.4397105585,-2.2316430785,0.3833336096,0.077236747,0.3745333702,-0.6077478623,0.2593544975,-0.5387496904
YLR262C,1.0670531294,-0.1938897382,0.587695811,-0.4582709283,1.0041508692,-0.1432075833,0.8964143264,-1.7221425801,1.0016937184,-0.9356069135,0.7528666693,-1.7497797168,0.8545392736,-1.4621222106,0.5067133679,-1.7359965856,1.2221833739,-2.5272935348,0.6862542721,0.1629895341,0.8587263831,-0.4046149687,0.6287675079,-1.0405844917
YGR229C,0.624266398,0.707707085,0.4537947112,-0.1012863034,0.5983787989,0.2328547087,0.7292722629,-2.4269175368,1.861327796,-2.7216701227,0.3940756257,-2.188454511,0.4127575976,-1.9193697988,0.335254694,-3.279371058,1.5424654683,-4.5760251668,1.3981265966,-1.5520190832,1.8284513363,0.2097394317,0.5710526061,-1.3940812827
YKL116C,0.7773670068,-0.298251544,0.4501643535,-0.01897807,0.8659249877,-0.1246191011,0.8402945732,-2.424241293,0.8346290665,-1.1707709886,0.4930086496,-2.2210222288,0.6957023643,-2.1770556759,0.3363959403,-2.2227914934,0.8355457551,-2.2533108028,0.4983221211,-1.201330102,0.5879426101,-0.4330335664,0.5062320335,-1.2103029503
YMR255W,0.9686998454,-0.2837188789,0.3194714767,-0.5298970167,0.5450400935,-0.0876183087,0.7202832993,-1.8407757472,0.8964546457,-1.0572330515,0.5714616383,-2.244896228,1.0062189358,-2.2108251848,0.4735628795,-2.7766884334,1.1967352445,-2.6598884346,0.6354645416,0.0034733739,0.825881898,-0.3376107798,0.3833661262,-0.7143129382
YFL002C,0.6472823021,0.546118553,0.4810646073,-0.4614774675,0.6001788618,-0.0097440719,1.2934913294,-2.7268253847,1.5868608374,-1.9325312434,0.5705964525,-1.8184686069,0.7167151593,-1.8882681616,0.7796342746,-3.2208499564,1.5137453297,-3.3249760054,0.8112711656,-0.7618079269,0.6018849975,-0.093558217,0.3303099678,-1.2246821097
YGR042W,0.5988238623,0.0117931262,0.4614775612,-0.4377249465,0.8048175898,-0.2045617717,0.5806146298,-1.6156722166,0.7449947369,-1.393084926,0.4194395941,-0.9583640135,0.6134019655,-2.2389301169,0.2492264592,-1.5347551306,1.0033342393,-3.5587073061,0.8219484756,-0.4167303434,0.4802667413,-0.4299096525,0.2647594179,-0.5594212528
YNL185C,0.4521319248,0.7467390973,0.6722915879,-0.156692489,1.0891327854,-0.166903951,0.7452867333,-1.7663565001,0.8913427652,-0.300921236,0.5773339967,-1.9332869482,0.5323600752,-0.8964857799,0.3344938631,-1.132357791,1.5745469481,-3.0806592212,0.6135393853,0.4367799015,0.8099981297,-0.7004620038,0.4374477435,-0.621408831
YGR097W,3.154795489,-0.2165720188,0.5486905726,-0.3732548466,0.9806553116,-0.1462833535,2.418126451,-1.3305003696,4.3470151016,-1.740905007,1.863261435,-2.3746850742,2.2831129596,-2.3383011674,1.5862780455,-2.806974505,3.4780311714,-3.7096567764,4.2319023768,-0.2973882456,6.0839799488,-0.1504689657,2.2762507069,-1.5592784018
YML094W,0.3721759784,0.5328831045,0.5884556534,-0.5495015882,0.8679145309,-0.1165814817,0.5093852026,-1.2355591475,0.5990802364,-1.2888210997,0.2192689761,0.0384801071,0.4019826975,-1.4573301545,0.2312925884,-1.3835542947,0.8920125375,-3.4056488531,0.5227391397,0.0058195178,0.6711956006,-0.6443914255,0.260696883,-0.2762659251
YJR004C,0.6963059714,0.397269227,0.4834285611,0.1097854325,0.8737884203,-0.0209807186,0.5005760517,-1.6740526597,0.6170263593,-0.7039848068,0.4969080688,-1.9138644369,0.6431418514,-2.1264383314,0.3080278174,-2.0385296735,1.077998163,-3.892892805,0.6072493436,0.3676061823,1.0418548221,-0.3385292136,0.4175572493,-1.1369868219
YEL006W,0.6189571016,0.1783618321,0.4109058343,-0.2176177307,0.7953435746,0.0004732636,0.9357844227,-2.5974944042,1.1126144436,-1.7935681282,0.4674100998,-1.8788767769,0.5509256183,-1.4190762145,0.5145934021,-2.7680952342,1.4729987036,-3.6092586418,1.1473083083,-1.522875246,0.9352985249,-0.0111075336,0.3970214547,-0.2229694458
YBL055C,0.9322911044,-0.0692207311,0.4708489496,-0.8029042787,0.8327659346,-0.0646468456,0.6820228156,-2.0404819564,0.9103744321,-1.33758925,0.6061234947,-2.4499343298,0.6838124744,-2.1964018436,0.4401406657,-2.5543379293,1.3522270029,-3.2292573705,0.5796300719,0.1579945348,0.8505601983,-0.5055147989,0.5863176761,-1.1163583295
YLR147C,0.9322744126,-0.1615566994,0.5527430649,-0.6684833768,0.8863888605,0.2039663111,0.9873683774,-2.4260816298,1.3125449709,-1.6797825697,0.5778080499,-1.667077402,0.8091190662,-2.0782103874,0.4690522392,-1.9456125704,0.8118090833,-2.0734741407,1.0012510208,-0.5793138172,0.7436482563,0.0137451752,0.5025070535,-0.5044229924
YML060W,0.3131175216,-0.2795735918,0.4922089611,-0.2395206425,0.8503876028,0.1836016422,0.507290114,-1.416461247,0.5142733573,-1.6109126443,0.1859488026,-0.6307319433,0.3274497056,-1.3887182685,0.266345154,-1.90295696,0.5551432446,-2.7941648314,0.2947026281,-1.2788481227,0.1530722934,0.2126686076,0.2504575719,-0.1778385185
YHR057C,1.1282072487,-0.1959111034,0.5692063149,-0.5220358966,0.7913644882,0.1616218342,0.856974571,-1.875750242,1.0840596541,-1.0457186028,0.7327267418,-2.0744738142,1.0177849117,-2.5573910185,0.5169302398,-2.7295853956,1.1921431529,-2.3446702279,0.9113842442,0.0603518041,0.8495585902,-0.7292820352,0.5122839634,-0.9706789939
YDL105W,0.4218899969,-0.1685620386,0.5257264496,-0.4330546394,0.8529455869,0.1703710677,0.7358550862,-2.0362458013,0.7076205859,-1.6046368212,0.2419865819,-1.08369468,0.308747131,-1.8653523849,0.3342764828,-2.3778490961,0.7747268349,-3.1291565379,0.3163044452,-1.8524635408,0.3342373929,0.0446662232,0.2132419988,-0.2760175377
YDR025W,3.7263294457,1.0717478648,0.599853288,-0.150305586,1.0735954005,-0.1667167712,3.3906519433,-2.5189110595,5.9470587292,-1.557923796,3.1981894292,-2.9225040569,3.6246700142,-2.3504602214,1.896968771,-2.4720116534,11.4975318646,-4.8459701425,2.7721150203,-0.8127255434,9.8819315396,-0.8963516482,1.7223639003,-1.6280161723
YLR382C,0.5145420037,-0.1013732411,0.730292884,-0.6394716925,0.6779605265,-0.0940002121,0.446489542,-2.0997545502,0.5884523149,-1.4121153575,0.3751444686,-1.38325825,0.5630321816,-2.6100587733,0.2987891567,-1.8518435494,0.6899408427,-2.9285497619,0.455595558,-0.6311012756,0.2657239644,0.1966336134,0.2781883631,-0.3578502821
YPR138C,1.7922927565,0.0502461616,0.5911573149,-0.4613529043,1.1547877106,-0.1806071267,2.0859993953,-0.8487889705,2.9160577419,-1.682685921,1.3148864201,-1.3047846969,2.0668407088,-1.9377272457,1.131627248,-2.0692058596,1.9905172122,-3.3602347411,1.4765501354,-0.5972700038,2.1144155637,0.4666254958,1.1055976927,-0.5401817006
YIR011C,1.1846078333,0.3123348392,0.4041516804,-0.3973031908,0.731962413,-0.4461465741,0.8769851685,-1.5167801621,1.4818595062,-1.1315802197,1.2287094712,-2.3671206114,1.2771292318,-1.7454536124,0.5169845848,-1.5340515264,2.0288775002,-2.7798053111,0.7225571644,0.1633988752,1.7078902493,-0.7921836269,0.4813613756,-1.1112085704
YER080W,0.957086108,0.0594082195,0.4948261957,-0.4303488197,0.758773876,0.0837679485,0.8324776404,-1.584364429,0.8166622907,-1.2637259323,0.7282538835,-1.6084466881,1.1687220838,-2.8215733853,0.5275818721,-2.0314677649,1.1661770831,-2.4213487253,0.7473699606,-0.7978531834,0.4614850355,-0.0646359872,0.4840633179,-1.2733497964
YGL247W,2.4714675727,-0.3969874495,0.6169075264,-0.8041613506,0.6774868257,0.3672511809,2.1878646615,-2.0965107464,2.1213487586,-1.2737018032,1.8040779192,-2.3090564972,2.3014085422,-2.3964656929,1.1117913,-2.2805257908,2.3238388298,-2.4843446718,1.8610467007,0.7371500444,2.3463921349,-0.5195839457,1.5037565681,-1.1591844814
YBL084C,0.6191436137,0.4198370952,0.3767973574,-0.2159970973,0.5860625792,0.1100549961,0.6244704008,-1.4808267163,0.7234799053,-0.3586863863,0.7245602995,-2.6183524797,0.5011477877,-1.3732437896,0.3193859356,-1.5529724209,1.0846286902,-2.5717127585,0.7387954089,-0.8107952105,0.7837417142,-0.6280785117,0.2880800446,-0.6388468132
YOR241W,1.8566097001,-0.227413648,0.6235772533,-0.3273864559,1.0182671518,-0.002652525,1.2059157085,-1.4873160583,1.3494969948,-0.6608554114,1.3531464956,-2.3778870261,2.0322269676,-2.2764950973,0.6417608496,-1.4096358523,2.0469393224,-2.4129848445,0.9125744995,0.2732018386,1.3621217722,-0.4105048736,1.0400238467,-1.0142979021
YGL162W,0.9005896181,-0.3964831746,0.4626595381,-0.6078388327,0.7508157032,0.1669728775,1.994181244,-2.8716895187,2.4345530667,-2.9904689108,0.5369369867,-1.4836852983,0.7988459555,-2.5971955958,1.123910249,-3.7921165256,1.1005214892,-3.5972561613,1.2473815423,-0.1786153166,1.4534683726,0.8481979923,0.5235865465,-0.6030959333
YFR001W,1.2163130734,0.5089307086,0.7980877032,-0.5471686789,0.807470314,0.0721497006,1.1056130688,-2.1981744463,1.6594537562,-1.1639361319,0.9415236727,-2.3871997061,1.2487945489,-2.538552392,0.6439889972,-2.2884507118,2.6305710028,-3.7058824881,0.9478650551,0.2012406942,1.2388635832,-0.9853488142,0.3961587838,-0.7315791887
YOR108W,2.991398107,0.1511757631,0.4695825458,-0.5271276782,0.9899398464,-0.0189743783,2.4915879284,-1.3658451232,3.1615602116,-1.1203156665,2.0000023253,-2.0956140669,2.7930456341,-1.9996893702,1.5033474793,-2.5924116086,4.2795253278,-3.4908429234,2.010824646,-0.0455405997,4.0362131361,-0.4232598823,1.5883216034,-1.3597437634
YKL214C,0.272336997,0.4746260095,0.4847793919,-0.4810155392,0.7237200198,0.306123473,0.6160208326,-2.4960656209,0.7105694454,-2.2738856084,0.1558788617,-0.6963163942,0.1900027924,-1.2980324649,0.3319396451,-2.5968103547,0.6464112689,-3.587025392,0.7395098977,-1.0808218907,0.608814764,-0.0321682511,0.2473495069,-0.3349707635
YKL087C,0.7212484796,0.2814773779,0.4476315458,-0.3723617152,0.9202110947,-0.0826900019,0.6183241138,-1.5802239093,0.9951361307,-0.7994532132,0.556835975,-2.100146342,0.6502579265,-1.873931304,0.3374284965,-1.8936698609,1.9068193151,-3.7520977461,0.5587342215,0.2490778419,1.2904960657,-0.6488681554,0.3286520931,-0.3313488877
YOL123W,1.6675438541,0.4172321168,0.3023328113,-0.1602800822,0.4520052644,-0.3911940121,4.1124483393,-1.6084414911,5.7805911693,-1.5366078742,1.3138028473,-1.0803027842,1.5738069365,-0.6389636288,2.0527217217,-2.2195003363,3.5763884093,-3.6740283641,2.7958729305,-1.9906999887,3.5146894481,0.5146160315,1.3952713178,-0.4216316458
YJR112W,1.1613322292,-0.1247305599,0.5361109611,-0.8628909356,0.8162811481,0.0759756034,1.2188963081,-2.2807058362,1.7585703834,-1.9788609004,0.6656836896,-2.3084421681,0.9380954007,-1.933045514,0.6293158302,-2.6413917238,1.6827133555,-3.5644808263,1.0131086027,-0.8254184609,1.8594277246,-0.6442213683,0.9730226145,-1.6736962095
YLR048W,14.0073423609,-0.2539500944,0.5800129611,-0.488729439,0.8816518529,0.0393029445,8.347991872,-2.7227480775,9.4586053482,-1.6807340285,10.2375015503,-3.441224365,12.14735343,-3.1307584226,3.9092577657,-2.6233307565,10.8308342098,-3.3412138383,3.6596045987,0.4486082771,7.5492460816,-0.415922643,4.3491673225,-2.0501989968
YNL041C,0.462396817,0.2804412638,0.3922474843,-0.4544152196,0.7825536541,-0.2204589314,0.5534296091,-1.7574118494,0.6145761672,-0.6815316817,0.3876705815,-1.5791861193,0.455334354,-1.5030460953,0.2778663074,-2.1143631092,0.9728277895,-3.1944091234,0.3823684239,0.4670362309,0.8031210885,-1.1523050368,0.3476411329,-1.1614374917
YML091C,1.7345015972,-0.6127515048,0.275231769,0.3791435188,0.8112599201,-0.0583024753,2.1987049219,-0.3498809042,1.1531825619,-0.1957531466,1.1326364164,-1.1141030542,1.4997338281,-1.2775051515,0.9319634863,-1.5012003385,1.8138917385,-3.081676169,0.7612107934,0.1286154509,1.7558560121,0.11399378,1.0036609864,-0.1743511431
YDR213W,0.3171196747,0.2131118358,0.4683161419,-0.6476790299,0.6707602749,0.3634452968,0.3548756436,-0.4992912069,0.4614699746,-1.3011878084,0.2595057947,-0.9951120333,0.3432216487,-2.2162323074,0.1330367144,-1.1706222026,0.4917615149,-2.3630726575,0.2540807399,-0.599100959,0.2731615089,-0.0594374327,0.1851288731,0.0614866274
YFL042C,0.5178071883,0.0472165063,0.3637956112,-0.1013890197,0.7227726183,-0.0918667396,0.4507465969,-1.6521461508,0.3807831835,-0.3795367787,0.5332395451,-1.7145127523,0.4193401036,-1.5768715226,0.3288419765,-2.2108660119,0.4756360075,-2.4247284929,0.2737767666,0.7666651929,0.6908410662,-0.5468901248,0.2600183284,-0.2342817383
YGL230C,0.3070583673,0.0297969764,0.3176985113,-0.351943216,0.526660504,0.1946766738,0.3456399898,-1.4591777814,0.3502852594,-1.5423671987,0.2476414763,-1.3675538351,0.3022518056,-2.1062131074,0.1724912301,-1.9889274242,0.3505693087,-2.7279473276,0.7364576794,-1.3869120262,1.1648173051,-0.6201000158,0.5605291956,-1.3614334181
YJR098C,0.3036457128,-0.0821332288,0.4588603265,-0.6249410907,0.8196917936,0.0029394763,0.4141525648,-0.9353802561,0.3143301359,-0.5574014483,0.1487323619,-0.5194326021,0.2445968073,-1.4740916777,0.1802625742,-1.404971984,0.3403709813,-2.2247013979,0.2698448152,-0.6446595424,0.1639636355,0.7529241416,0.3722121259,-0.6929610315
YOL159C-A,0.5340425188,0.381348787,0.5144976688,-0.5137258024,0.7663530881,-0.0106258962,0.6720850156,-1.8175000637,0.6735829977,-1.1867723191,0.4223809627,-1.7852266818,0.6331898746,-1.8391687737,0.3282985259,-1.9910028829,1.0062983774,-3.1843469502,0.6921569903,-0.356977968,1.037798181,-0.5847481729,0.4370909196,-0.9733834869
YLR207W,0.4262871715,0.4077634245,0.4322658458,-0.6683194982,0.5733673989,0.1293894465,0.4285703596,-1.6002470496,0.5268853483,-1.1907015294,0.3466385113,-1.5840739966,0.4694988527,-1.8291564399,0.3424282423,-2.2409286112,0.5770963253,-2.6987335042,0.4308975663,-0.086964325,0.3563467095,-0.0869430805,0.3331394629,-0.8324179638
YPR088C,2.1768967634,-0.0025761832,0.6037369264,-0.1290520745,0.7115932804,0.2553586074,1.1281331861,-1.5467473547,1.6113720226,-0.6928632642,1.7901643696,-2.235865009,2.0738272234,-2.2677305168,0.6601294809,-1.9848596859,2.4675031988,-2.2934316986,0.8630578872,0.7118410464,1.2125557717,-0.8606959489,0.6559556496,-0.9766357262
YNR034W,0.2909591342,0.3081597028,0.3046967651,-0.083072448,0.3772552846,-0.0906874211,0.4405681479,-3.0896471373,0.5197898293,-1.7345787644,0.1591042057,-1.0182114352,0.2809325797,-1.8969994397,0.2168368016,-2.6744717609,0.5153705129,-3.0502429528,0.3199188677,-1.7272492215,1.1635673641,0.2155653715,0.3234773245,-0.8426425185
YBR022W,0.2678761234,0.824843393,0.3195559036,-0.3820291235,0.5855888784,0.1498061463,0.6780932157,-2.5128736531,0.5997330048,-1.9750573145,0.2671416168,-1.2119482693,0.4195284438,-1.7976329359,0.3294941173,-2.3998412846,0.371438123,-2.0303116144,0.5403494591,-0.6534911939,0.4567545707,-0.0653641056,0.2852344534,-0.7705518041
YMR066W,0.2690528557,0.7343649853,0.4727907688,-0.7223863664,0.9131055833,-0.0116692527,0.5685943969,-1.3657952945,0.504033407,-1.0020892415,0.2035338748,-0.7246120909,0.3503914743,-1.0002404898,0.3443303195,-2.0647201273,0.6936299737,-3.190750963,0.4403617664,-0.0036637651,0.6205026961,0.4703960043,0.3276872249,-0.3190940721
YOR079C,0.4351353708,-0.1580073829,0.3751088189,-0.3775419956,0.6677285901,-0.1060804458,0.7569448247,-2.2650457335,1.036903878,-2.3277370663,0.4328047005,-1.7615579961,0.5062837157,-1.6066432368,0.4630199372,-2.7779439354,0.6756070866,-2.5688096742,0.7486284133,-1.19580637,0.8448256266,0.2212036752,0.4354349874,-0.8419122724
YDL111C,0.9981680274,0.9031352476,0.8612390416,-0.696205702,1.0775744869,0.3196309077,1.1467887866,-1.4461867976,1.7562347589,-0.850372313,1.0459145036,-2.2695657409,1.3548192592,-2.1490348389,0.5839377025,-1.4584641485,3.4682644691,-3.9245085088,1.1827893082,0.4839918292,2.2216929155,-0.8275985536,0.8538131194,-1.1802224116
YLR065C,1.0231977278,0.0147210058,0.5345068496,-0.361231357,0.8261341239,0.1336686021,0.966182426,-1.9822124064,1.2315513192,-1.3493490432,0.7914727757,-1.8843058639,0.8698358391,-1.9627042881,0.5483416862,-1.5960302818,1.5863738347,-2.7871230652,0.6785589235,0.5088389357,0.9487976456,-0.8424835079,0.4834566978,-0.6121360511
YCR065W,0.6501744417,0.9843970437,0.769720257,-0.4489776876,0.8554088309,-0.1115556793,1.6106187578,-1.2006137137,1.9173849596,-1.0772341252,0.5604085999,-0.8041542952,0.6945203789,-0.5166251103,0.8040352079,-2.0696804014,2.8845765395,-4.6940337774,1.4706426669,-0.5446850615,1.0776545073,-0.5642206385,0.449444537,-0.7719034057
YJL103C,0.35728229,-1.2152585871,0.6349748879,-0.5645103394,0.9644547456,-0.1034465576,0.308273303,-0.5620896321,0.2119055629,-0.0161507065,0.3329650854,-1.4143217765,0.3125133998,-1.4994137118,0.1454817338,-1.2712465353,0.2492332479,-1.3617833521,0.1666840785,-0.8728451683,0.4140258636,-0.1689919883,0.3749619296,-0.4598000553
YKL195W,1.9517561863,0.1853534834,0.4543856996,-0.6027092708,0.564746045,0.1047170901,1.0466168978,-1.5676708737,1.3951813527,-0.5255042439,1.4460819636,-2.628454799,1.8450138756,-2.7069567223,0.6608903118,-2.0483815222,2.6073108099,-2.6588220829,0.857406199,-0.2092844854,0.9691018527,-0.8419569656,0.3982697102,-0.8628219015
YDR265W,0.5716086614,0.185313538,0.508841065,-0.4792466157,0.7658793874,-0.0444064346,0.8752439717,-2.1933213314,0.8155330174,-1.3906798485,0.3405244521,-1.5161933416,0.5442779703,-1.7455167091,0.3716658862,-2.9384929854,0.9715110208,-2.755494528,0.3901389904,0.1232482023,0.6863239849,-0.4549993844,0.3282521085,-0.465228504
YER130C,1.0611933698,-0.1613349813,0.3126328959,-0.2148356656,0.8092703769,-0.2349813155,1.5572438646,-2.0989487305,1.6691621231,-1.7038725365,0.7320596761,-2.0216188005,0.8929033831,-1.7199099886,0.7637111711,-2.905926755,1.1375827101,-3.3098146945,1.2955179379,-0.3367820237,1.4146554627,-0.1639696871,0.7668403676,-1.0828626061
YAR007C,1.0648304775,0.402024161,0.5062238303,-0.9054713198,0.8363660603,-0.3306656621,0.7503257013,-1.3501338529,0.8171731679,-1.4641002755,1.091649448,-2.3801779293,0.9484153896,-1.8833792252,0.4403580459,-2.0225887033,1.7966206088,-3.102571763,0.341119953,0.2898568571,0.3564660199,-0.2109811686,0.3258099336,-0.4891493854
