Gene_name,WT_control_value,WT_log2_ratio,WT_Input_control_value,WT_Input_log2_ratio,Taf1_Input_control_value,Taf1_Input_log2_ratio,Taf1_control_value,Taf1_log2_ratio,Taf2_control_value,Taf2_log2_ratio,Taf7_control_value,Taf7_log2_ratio,Taf11_control_value,Taf11_log2_ratio,Taf13_control_value,Taf13_log2_ratio,Med14_control_value,Med14_log2_ratio,WT_minus_SM_control_value,WT_minus_SM_log2_ratio,WT_SM_control_value,WT_SM_log2_ratio,Taf1_SM_control_value,Taf1_SM_log2_ratio
YKL075C,0.3516401267,0.5759305515,0.4161403035,-0.538987597,0.6361801195,0.1125560755,0.551034808,-1.7051609619,0.5581979959,-0.9522883383,0.3495204881,-1.5883323359,0.4631256634,-2.1116335619,0.2515089518,-1.1342496731,0.8595689611,-2.9549527076,0.3551364688,-0.6396020347,0.6449292427,-0.6339790135,0.3057705198,-0.4512421555
YBR110W,0.0693525286,0.8878426361,0.6261944879,-1.1907102257,1.0011191844,-0.0151844406,0.4110831373,-2.2456524472,0.3737829222,-2.3234554046,0.0642394329,0.0674224896,0.1194551844,-1.0953595832,0.2875397286,-2.1490227175,0.3040310275,-3.7215594621,0.3246230126,-1.6005288544,0.2819979018,1.0599234189,0.1599701405,0.1760738068
YGL181W,0.3872815838,0.464195604,0.4369937535,-0.4802157911,0.577820186,0.0211507295,0.722291773,-2.0017056544,0.5960250395,-1.0348782436,0.2763510958,-1.2779592563,0.321511581,-1.2720402806,0.359438247,-2.1143715724,0.6285417114,-2.2932320118,0.4643471109,-0.1637407014,0.6574744655,0.180839518,0.3770589093,-0.348117705
YKL166C,0.8076760275,0.5660881906,0.3608406689,-0.0230576764,0.6037789876,0.1807604018,0.5570686273,-1.8509483825,1.0645658441,-1.2235645381,0.7042831111,-3.5390677508,1.1195765193,-2.6415691635,0.3897627922,-2.3458849977,1.5069803862,-3.0967554824,0.958437605,0.4302994753,1.0829723611,-0.3215464986,0.7385971512,-1.4747862597
YGR148C,4.0800341298,-0.1365761432,0.7172067109,-0.6735303282,0.7133933433,0.5130662004,2.2564443694,-2.5337163896,4.4897063188,-1.7280347278,2.5092686005,-2.713427832,3.9840517926,-2.9720132699,1.3804732917,-2.5163755498,4.6618266024,-3.4915352561,5.6951290918,0.7040283215,4.0646148177,-0.5224752411,2.6786648446,-2.0880073434
YNL116W,0.4393198666,0.3525779639,0.3957934151,-0.1271728061,0.5540404079,0.0854793542,0.3638144942,-1.8587203965,0.4431252321,-1.401446199,0.3561546252,-1.2349209821,0.2695777061,-1.550386307,0.217217217,-1.6164317109,0.7552983375,-2.2394655527,0.3729667537,-0.472855972,0.7285273508,-0.9250450297,0.2410942047,-0.4891283139
YGR232W,1.2965783588,-0.3057408139,0.5501258303,-0.7720394044,0.6466962764,0.0053053509,0.6645924167,-1.2796106717,0.8988487392,-0.0557036564,0.7983139981,-1.961478402,1.2197590894,-1.9923932707,0.4562811494,-1.1631552902,1.424023366,-2.3780471853,1.1033242237,0.8275985893,3.374381575,-0.9622596486,2.0275162625,-1.5373946493
YAL062W,1.9585743062,-0.2596661371,0.8943343954,-0.5087323302,0.965307407,0.0669049901,1.7383427038,-1.1079303619,1.2417747575,-0.9744704711,1.5065747758,-1.7476987843,1.917266766,-2.4389549167,0.7163222761,-1.6460243555,2.7329746341,-4.2690776093,0.9874752935,0.4545578305,0.7154330562,0.2079995161,0.721478151,-1.3157624161
YEL012W,0.1503146043,1.4468353331,0.2276994113,0.7912831143,0.4451839734,-0.3326164448,0.3309634757,-1.9609310474,0.3155218575,-0.522399397,0.1769073401,-1.2626383263,0.3084855789,-2.2101022696,0.1412971639,-1.9619894374,0.3843803599,-2.9257115205,0.4135753557,-1.2593646409,0.4828855967,-0.4066468375,0.223574171,-0.6235572693
YER115C,0.6041790161,0.123451272,0.2550537344,0.4306210997,0.5069545524,-0.363059637,1.0725697413,-2.8829937787,1.0639860642,-1.9338977434,0.4957679827,-2.9746739622,0.7369939296,-2.4788364494,0.586981026,-3.4952856694,0.6949370859,-2.3831947666,0.7355512518,-0.8622136478,0.3705469649,0.6348023372,0.3286925475,-1.1832396603
YDR476C,1.7983113587,-0.6706902677,0.4709333765,-0.0398270074,0.4926487895,0.0062136398,0.7236661887,-1.8756266898,1.1085377638,-1.4946241645,1.015419088,-2.6107967599,1.2216449596,-2.9687098477,0.3976428264,-1.5811106489,1.5664296143,-3.0624930602,1.4213178034,0.6724934139,1.9802130419,-0.884698643,1.140942074,-2.070002017
YJL104W,1.2982145874,-0.2517782803,0.4319281381,-0.2353625616,0.6273692854,0.2979158656,1.4566347387,-2.50882081,1.9389123788,-2.2871910898,0.7430366937,-2.1047649432,0.8535704471,-1.6202210474,0.6552384252,-2.6592094728,1.1977360065,-2.7115560036,0.8942775682,-0.7324687697,0.8907746857,0.0038542354,0.4185646179,-0.848222795
YDR013W,0.8652973111,0.1985676972,0.4064312074,-0.3206948476,0.7409627274,-0.3095084208,1.227952659,-2.6611183165,1.5163310018,-1.4793253726,0.7610856038,-2.6513562088,0.9393449127,-2.2682116439,0.585241984,-2.7909660438,1.2843152463,-2.8237593669,1.3700447765,0.0260512774,1.1817163992,-0.4098829869,0.7689877598,-1.6057817819
YMR259C,0.6728283201,0.6869205904,0.7526660186,-0.3557572163,0.6312536316,0.3350444262,0.7966833691,-2.5463956816,1.2970296238,-1.8158405898,0.7049156175,-2.1854539847,0.7604235867,-2.6977960311,0.4801929771,-2.8314882363,1.087388599,-3.0874510063,1.0458940098,-0.0121156466,0.8631650052,-0.2243429133,0.4984981426,-1.2517497586
YJL058C,0.5057995793,0.5489168039,0.5659136649,-0.8302398371,0.9008841037,0.0996309114,0.6097597525,-1.2279275101,0.477567951,-0.5464008525,0.2482755036,-1.3936913578,0.6707029309,-2.4643332073,0.2829747433,-2.249186449,0.909304398,-3.177346966,0.3356645736,0.7182179145,0.8765236191,-0.7506714554,0.4003720641,-0.7188785492
YHR081W,0.8672113997,0.3134292193,0.423232165,-0.4144100121,0.7070457531,0.060308094,0.9316375212,-2.487637155,1.3723634592,-1.2853483252,0.585027636,-2.4282271464,0.8562677347,-1.7923154143,0.4314454556,-2.218716907,1.6348739959,-2.7458751829,0.5628526885,0.1552234676,0.7797314539,-0.4828879694,0.4894535796,-1.095714504
YGL066W,0.5604642553,0.5833473732,0.3995081997,-0.3441398023,0.6965295962,0.0028784935,0.9008983026,-1.7588771508,1.0868278413,-1.1748451607,0.3896212421,-1.3193709049,0.6987387216,-1.2884815941,0.4829645754,-1.8070126591,1.0252881195,-2.8981266136,0.7349282301,-0.6469086508,1.2922627525,-0.2882181728,0.6736900757,-1.1874140487
YBR225W,0.7332450831,-0.734232727,0.4305773073,-0.4078332991,0.4951120335,0.0810195944,0.6361028731,-1.8724222539,0.4086837497,-0.4015489668,0.4082504374,-1.8042728316,0.5896535591,-2.6611428768,0.2890613904,-2.0106055416,0.5480548428,-1.8516194015,0.2351473855,-0.0927799368,0.4949123546,-0.297103721,0.4082321738,-1.265841443
YIL099W,0.122174787,-0.2666211049,0.6569258879,-0.5768382467,0.9547912501,0.220103132,0.2657901214,-0.9994606224,0.1346522582,0.2036672811,0.0714310882,0.6951916203,0.1444491251,-0.9898773725,0.149992374,-0.9940444083,0.1446514397,-1.2142905839,0.2347578194,0.0105665949,0.1274587752,0.297925786,0.2189757981,0.3457283248
YDR115W,1.0523868792,0.1800102693,0.5550225918,-0.8038548519,1.1594299781,-0.132925759,1.0748345774,-2.5033839624,1.521444174,-1.4369712663,0.6200961651,-1.8789733518,0.8343220633,-1.943600327,0.5230712319,-2.2993381781,1.7533241432,-3.3915620527,1.0154991369,0.2718897551,0.9111403557,-0.4541111572,0.5753810982,-0.9613536332
YOR383C,0.3414366618,0.2755592366,0.4971057227,-0.218719215,0.5924101694,0.2002289737,0.3215063688,-0.7306256729,0.375913187,-0.5758642163,0.2125998987,-0.462488797,0.4235672501,-1.4368257849,0.188740404,-0.7584054641,0.5086699543,-2.099075755,0.5044810205,-0.0906562964,0.3141282615,-0.3894185844,0.2718741795,-0.7049145313
YBR270C,0.4524518884,-0.0689849241,0.3588988497,-0.1679662405,0.7304465706,-0.2017676506,0.5689114788,-1.8630783079,0.4844079231,-1.3590053034,0.3301214719,-1.7968038293,0.2848654677,-1.4716958229,0.3415587213,-3.1067484074,0.4723073616,-2.8775919684,0.2034615272,0.8131132541,0.4802961435,-0.3670764461,0.1788041744,0.3861425905
YHR082C,0.566389584,0.4365551813,0.6288961495,-0.1999867076,0.8987998204,0.0740609146,0.6454248022,-1.4062456614,0.8736976393,-0.5449259459,0.4340878071,-1.3474952888,0.5525029438,-1.2719053779,0.289550496,-1.5657745805,1.1248049678,-3.2537664195,0.9523000517,-0.7287929324,0.7201708225,-0.7180606267,0.557189645,-0.5021428456
YER086W,0.396799264,0.9558498804,0.5456512034,-0.3610331751,0.8434715717,0.0795411189,1.0674197814,-2.6654592975,1.7145406442,-2.3650678854,0.3050435443,-1.4737488754,0.4096130729,-1.5976506452,0.6212184158,-3.0317106009,1.1294776498,-3.97018454,1.0901862588,-1.0932583459,1.958314449,0.1735412268,0.3956939481,-0.9464805191
YPR068C,0.4287797461,0.1420305033,0.4688227035,0.0996908261,0.7979015587,0.0724776832,0.4665377453,-1.5622377898,0.4838184102,-0.6459401614,0.2686038243,-1.3697500239,0.4582847176,-1.8196848872,0.3090060285,-1.5425191797,0.5698965459,-2.3729618082,0.624521128,-0.3931655623,0.3350838018,0.4124410907,0.3289330459,-0.3711986513
YPL123C,0.1724680673,-0.145856684,0.4621529765,-0.4938441764,0.8444189732,-0.1461414487,0.2631330651,-1.1403817794,0.2611082862,-0.9046965719,0.1668837001,-1.2283945998,0.2095766158,-1.8054871347,0.143036206,-1.4274360977,0.264011999,-2.8678241162,0.348624885,-0.5427552427,0.1846704529,0.7455687375,0.2246296342,-0.1013532613
YKR003W,0.2822413596,0.4522285013,0.5457356303,-0.4371183961,0.7997016216,0.2605948399,0.3438815403,-0.9840259746,0.4711366029,-1.0433145732,0.2455640971,-0.637662613,0.3125486156,-1.3328408395,0.1975986493,-1.292612727,0.557382802,-2.5120682044,0.3464605279,0.201251287,0.4653775449,-0.6865224052,0.2870593379,-0.8055261026
YIL114C,0.5009975205,-0.0398453943,0.4862146496,-0.8256927787,0.7629424427,0.0380099152,0.6843703913,-2.2126912533,0.7959508316,-1.8140232276,0.3355476541,-1.7029785539,0.5917761056,-2.9698376174,0.3648727533,-2.529716931,0.7138129364,-3.2158313857,0.9774958084,-0.9478797711,0.7658243882,-0.0675418536,0.3565721416,-0.8634361382
YHR149C,0.4114454147,0.9971835275,0.5746940649,-0.4166971929,1.1055228317,-0.1848506789,0.9139116139,-2.7122539372,1.062421166,-2.7770822723,0.2505082376,-1.3335078867,0.3585830855,-2.294055796,0.4342713989,-2.9063538215,1.1306803332,-3.661707798,0.6051554473,-0.3259784659,0.4880958017,0.0680930983,0.1917527314,-0.1414659483
YGR233C,0.5490798816,1.2344291107,0.5796752534,-0.3267695171,0.7803746306,0.0703242621,1.0055921879,-1.9631642351,1.6549265486,-2.1899987869,0.6217853463,-1.9575626684,0.651476721,-1.4934722996,0.5574716568,-2.2695834803,2.0336298701,-3.8429861325,0.9428112776,0.2792325526,1.4155320535,-0.3029709962,0.4846422649,-0.6895453872
YPL037C,2.3371050988,0.582681309,0.4501643535,-0.1531292875,0.8194075732,-0.0510475302,3.6039564247,-2.8001273004,4.8454864268,-2.1064800248,1.9729518931,-2.9376321928,2.3044179565,-2.4727359912,2.0113107836,-3.4781362783,5.1385091404,-3.7839600824,2.3096406578,-0.8234327692,3.1004780614,-0.6922804156,0.8705246631,-1.3736983886
YOR288C,0.2293053682,0.7626292082,0.2581775306,0.158126954,0.4972910569,-0.4783792108,0.4498862443,-1.7175434361,0.5697633304,-1.6670199507,0.2158856136,-1.5996628798,0.1913384905,-2.0276185624,0.2192823294,-3.3305225298,0.5346907526,-3.0435948827,0.4626721868,-1.512850716,0.1704539635,0.686631231,0.2077861608,-0.3564086137
YPL069C,0.3290120479,1.21299877,0.7878720455,-0.8772402928,1.2575807754,-0.0174542484,0.5537296294,-1.742344382,0.8127518133,-1.3923755751,0.5051567798,-1.8050368306,0.4807391289,-1.8827654383,0.2963436288,-2.0045995046,1.009763657,-2.861287868,0.4537429054,0.5615772025,0.8547909664,-0.2987789575,0.336355708,-0.3375386617
YGL211W,0.8630901944,0.2719237453,0.5551070188,-0.4845262258,0.8498191619,0.1541395212,0.8350764083,-1.6379557648,1.1149773404,-0.9314469447,0.5360641394,-1.7258321089,0.7335761437,-1.6207360938,0.5135608459,-1.7855270187,1.5783158577,-3.0391245684,1.0123861762,0.6547291664,1.1903264178,-0.8738005791,0.5059137214,-0.5543703087
YBL057C,0.4034509504,0.7892459577,0.607536138,-0.5184981276,0.8359870997,-0.071277555,0.8995846173,-1.6084197871,0.8476201544,-1.4170453446,0.4225045293,-1.2498290306,0.438900557,-1.3992180542,0.4793234561,-1.9340894806,1.1449013062,-3.0091583175,0.5783184814,-0.1986180462,0.6247910814,-0.214176667,0.3734868373,-0.3289622617
YPR147C,0.4805526635,0.1939026827,0.5502946842,-0.6482556965,0.922863819,-0.0076861932,0.6374012379,-1.4539093448,0.5480407157,-1.176246788,0.300774131,-1.1891042613,0.4511985687,-1.4484913842,0.2666168793,-1.5908988357,0.8364043524,-2.4986368419,0.802215438,0.2104725413,0.9506681532,-0.4503259953,0.5927599693,-1.0960723087
YNL304W,0.3285298272,0.2558057488,0.4553988227,-0.3502765243,0.5800939496,0.216107283,0.3193966071,-0.9670063678,0.372360506,-0.7819464373,0.3340284451,-1.026997273,0.4430936747,-1.6094517595,0.2079785563,-1.1170882854,0.456520809,-2.1738660833,0.3037550459,0.4223794375,0.0800118143,0.4505284123,0.2406610175,-0.509712814
YBR276C,0.6288815498,0.0106913431,0.4628283919,-0.2038289787,0.6176110498,0.2204600601,0.4805678111,-1.3238442116,0.4970660101,-0.7653535392,0.5207437531,-2.2693256322,0.7000632312,-2.2499408598,0.2562913174,-1.7978689328,0.9718994699,-3.0308659402,0.2232765243,-0.350720434,0.4467984113,-1.2160416693,0.2213967229,0.0473309194
YDR096W,0.894928138,-0.839962803,0.434207665,-0.3244929922,0.5470296367,0.254561003,0.5091921077,-2.2102842819,0.5535529386,-1.6135921284,0.5901345754,-1.9597867538,0.9478787123,-3.8600960223,0.3743831394,-3.0852480818,0.8114511122,-3.1250743405,0.8169202102,0.134036784,0.5404532562,-0.0920370808,0.3296502289,-1.018103493
YOR328W,0.1934087824,0.3984105148,0.6319355187,-0.6372764436,0.7487314199,0.323902295,0.2750174938,-1.2870962955,0.3080789776,-0.6418245393,0.3693094407,-1.2764673423,0.3484629639,-2.8182220388,0.1762953845,-1.8157169482,0.2254401331,-1.8053304637,0.1286509497,-0.0714502261,0.264017571,-0.7149842142,0.1035352076,0.1718144705
YJR124C,1.2920253684,0.0813049353,0.6982950802,-0.7937953758,0.8007437632,0.1966965483,1.5971057595,-2.7485395948,1.8774855825,-1.8851579216,0.962741577,-2.897934599,1.5962604211,-2.9580580968,0.9310939653,-3.059107737,1.3673165389,-2.5789763671,0.8971533152,-0.157461416,1.2364079202,-0.4706200505,0.5622417299,-0.9566670703
YNL248C,1.4428912117,0.6032046482,0.5325650303,-0.2306179838,0.760668679,0.1067810932,1.1501983039,-1.6408427216,2.2664927528,-1.5065676782,1.2083400163,-2.3933201458,1.8373648978,-2.6324646545,0.6494778486,-1.8877155474,2.787469777,-3.1291021066,1.35830221,-0.1627525942,1.7139076959,-0.6646916198,0.6355861528,-1.3499275396
YJL059W,0.16815012,1.0464394999,0.4038139727,-0.3417000885,0.6928347303,-0.0855918818,0.4325943887,-2.262697888,0.4449895145,-1.6094527935,0.1631769126,-1.4251917556,0.1927639568,-0.7771722744,0.2213474418,-3.1907994104,0.5277246873,-3.7940027933,0.3919216513,-0.3660593395,0.4648497224,-0.259088208,0.3772473377,-1.0549283688
YGR136W,0.8893189705,0.4855203542,0.4721997804,-0.1829250836,0.6786237075,-0.0182983103,0.7795886322,-1.4967606144,1.3859737504,-0.808003476,0.5802223312,-1.648235816,0.955458638,-1.6222809626,0.3967733054,-1.0796880636,1.9520212053,-3.3075283748,1.0631218447,-0.0756878006,1.5295451249,-0.9268394396,0.7506444089,-0.7493213436
YDR153C,0.1828952097,1.2857733799,0.2381683498,0.1670887088,0.2332502538,0.5417521762,0.5256998843,-3.3314540876,1.0292696773,-2.7161777312,0.1570867629,-1.2286523537,0.2026286854,-2.2024617998,0.2504763956,-2.4931680036,0.8859184519,-4.4366639831,0.6923218947,-1.6502327688,0.4967712711,0.8136386367,0.1780573889,-0.0999968489
YKL074C,1.1308188548,-0.0175346329,0.6845334917,-0.4165978657,0.8604300589,0.2098616023,0.7942900647,-1.6969328181,0.9566535739,-0.9541476564,0.7366184996,-1.7173397124,1.0712876361,-2.2816521294,0.3913387991,-1.2953612688,1.4076510713,-2.6903921279,0.4588471228,-0.1223944005,0.6870907828,-0.9136598718,0.43059025,-1.0489606105
YGR147C,1.1244416486,0.2574937726,0.7958926032,-0.5883044035,0.7353730585,0.3410930701,0.9416223338,-1.5136349897,1.0851642951,-0.6222638449,0.9710320206,-1.8682556069,1.1664151071,-1.7480610232,0.533505484,-1.6869912064,1.9840691902,-2.6894326373,1.2566324574,0.012970995,1.4064663799,-1.079721116,0.6964441998,-0.9548654542
YBL023C,0.3625085497,0.1846317744,0.269744019,-0.4189449254,0.5968629565,-0.2818881147,1.2104046638,-3.5765873341,0.8577423614,-1.8501592171,0.207267343,-1.3730495697,0.2665499603,-1.7647095737,0.7459403355,-4.0374021266,0.5370363504,-2.9089346735,0.5498887412,-1.1774808694,0.2509668742,0.4207818528,0.2184598247,-0.7494780721
YPL221W,2.6188566745,-0.5977247901,0.7972434339,-0.472362256,0.9519490456,0.0273196466,1.6071016459,-0.8863466823,2.3077255795,-1.0873999031,1.7972023547,-1.3966599809,2.4327245599,-2.0035966003,0.8563695036,-1.0139164943,2.369765816,-3.1258114916,1.4991735994,0.7652928286,2.2728512064,-0.7920668805,1.5439972384,-0.6556111569
YPR037C,1.5114206947,-0.7590801639,0.6492430379,-0.6380012403,0.9957189957,0.0977058189,1.0937305724,-1.9110139792,1.3756272997,-1.0800917759,0.9432064425,-1.1564162618,1.3809818831,-2.1597664302,0.519756183,-1.3527314539,1.4638129997,-2.1945783266,2.55606471,-1.2769135887,1.5312417532,-0.0844016056,0.8324210769,-0.2540871873
YBL063W,0.3087510572,0.044257681,0.6170763803,-0.2081467881,0.6675391098,0.3365793379,0.3080434092,-0.906481952,0.349622648,-0.3397901705,0.3006425758,-0.8738193469,0.4305430502,-1.7564415403,0.1081466755,-0.2174185672,0.6473745011,-3.0004019627,0.2332119781,1.1498750992,0.1425457411,-0.9465979961,0.1158491477,0.3447244098
YHL036W,0.823755189,-0.219487468,0.409048442,-0.2493228818,0.7313939721,-0.236106611,0.8219737321,-1.5369392559,0.5694394753,-1.2593400936,0.4637459676,-1.8114762027,0.5979559253,-2.16348309,0.499920235,-2.5008949428,1.2894388543,-2.8447204676,0.3078347216,-0.1790078977,1.0097544142,-0.7774591859,0.2763379162,0.0344033407
YNL066W,3.5634972864,0.144324842,0.3968065381,0.0381944784,0.6110739793,-0.3242160667,2.667817653,-1.0304718775,5.8152751283,-1.9089404078,2.3809961681,-1.6313455162,3.3096028561,-1.5931735747,1.3042271682,-1.5876285858,4.4778171418,-3.8875343052,2.7444599881,-0.1363365978,3.4508686465,-0.3596747147,1.9901372795,-1.1975538836
YLR068W,0.5246537398,0.7950449502,0.4724530611,0.0268526874,0.7845431973,0.1312242885,0.8597243577,-2.1244601734,0.9319481601,-1.5829187449,0.5198104276,-2.552758457,0.5422308276,-2.2879122906,0.4596505433,-3.110319266,1.0853167592,-2.6830452159,0.3308858769,-1.1229172372,0.5677466366,-0.7111013387,0.2631739829,-0.3464798174
YMR219W,0.3834166638,0.3669418623,0.3875195766,-0.033206698,0.5800939496,-0.1158381639,0.4196796263,-1.7862140813,0.4381020466,-0.6481975722,0.2384641664,-1.2958492781,0.3150110908,-1.4903047212,0.1986312055,-2.0500391067,0.5740274492,-2.4977218408,0.2663169054,0.1400194359,0.5770297168,-1.1292987051,0.276901259,-0.5851698882
YFL007W,0.3313264564,0.4133779621,0.3498651689,-0.1229936251,0.5151022055,-0.0221999722,0.3981652321,-1.4414882958,0.4668422419,-0.6027906757,0.1981527943,-0.5457582052,0.2651336936,-0.851117443,0.2403138688,-1.2619656263,0.6043779522,-2.6251598763,0.5437281903,-1.7198129136,0.4996073557,-0.2503884488,0.2269612462,-0.3071886582
YIL069C,3.32297323,0.7246530759,0.6290650033,-0.5637937233,0.9546017698,0.2208233594,4.1643408085,-2.6545344057,6.0286436183,-2.1437211593,2.9301264966,-2.9027349499,3.6838003974,-2.5819030081,2.1829868378,-3.2781355519,7.2961711555,-4.1823251361,2.3198991177,-0.4689885634,5.1289798816,-0.4519486998,1.2987480394,-1.6998178703
YHR006W,0.4939891069,0.6927285833,0.501158215,-0.7135015555,0.7492051207,0.0882064722,0.5027411074,-1.3562967452,0.8118237074,-0.7925653579,0.5449729066,-2.2406185307,0.59313921,-1.4157195239,0.3217227733,-1.5205491762,1.3647061309,-2.627645745,0.6917144156,-0.1603436076,1.9865465572,-0.8715797848,0.558739443,-1.0524560347
YPL032C,1.7488179771,0.1168351493,0.5437093842,-0.3159140102,0.5658829269,0.2391205608,1.4679706096,-2.2361703338,2.8267416753,-1.6688889901,1.3670403203,-2.3976397942,1.385502023,-1.6653728622,0.7215394022,-1.7046683223,2.3632983657,-2.5709214963,1.9053413074,0.0559407016,2.0327389341,-0.3276788641,1.2813420002,-1.743429004
YBR150C,0.3245792317,0.5069246379,0.3503717305,-0.7491360956,0.534144976,0.2056052579,0.3896726325,-0.9070928257,0.4455475096,-1.0880187875,0.338576128,-1.709393961,0.3689630412,-1.5851027052,0.1934684245,-2.4822912835,0.4910283739,-1.8273767875,0.4049043691,-5.6667336284,0.5364191585,-0.8696903513,0.1988092201,-0.8273315941
YIL017C,0.4220753731,0.2291427356,0.5332404457,-0.5882572004,0.8701882945,0.0908396668,0.5110239859,-1.1980049821,0.6222764213,-1.3122902229,0.3571387046,-1.5391094649,0.4010795442,-1.6701191312,0.3321570254,-1.9452290514,0.6429626975,-2.7716117591,0.4746454974,-0.1203930429,0.477473227,0.2266708722,0.3304206474,-0.3681577165
YNL249C,0.4804165592,0.3855521091,0.6142902918,-0.3171938079,1.1766726857,-0.2513319275,0.4589542739,-1.2975021471,0.6494819429,-0.9236300918,0.3933718814,-1.4225364867,0.5075967088,-1.7984672062,0.2410746997,-0.9825639183,1.3072036861,-3.6801062732,0.7449932968,-0.0238406188,0.7316199742,-0.3349435555,0.4296735149,-0.496337252
YPL218W,3.213618494,-0.206238998,0.2688153229,-0.0102963215,0.4858274986,-0.1203730436,2.6314972044,-2.5893703396,3.6581184049,-1.7939935422,2.2602777799,-2.8349008364,3.5064389244,-2.4759289718,1.339334079,-2.1514746595,3.2517556857,-2.5435754489,1.4497142908,-0.4956969265,1.3789840381,0.0912979384,0.8065379613,-1.2299732962
YDR424C,0.8579211786,-0.1823714123,0.5348445572,-0.1261514062,0.6956769349,0.0022232885,0.9640329244,-1.6424819394,1.192528037,-1.3021400639,0.742549327,-2.2385993558,0.7656952238,-1.6723580636,0.4827471951,-1.8487178111,1.1853302112,-2.6534336578,1.6362931445,0.0393227816,1.9695482515,-0.378477267,1.3880788591,-0.146763538
YDR101C,2.1681566107,0.2956801573,0.3984106497,-0.4758072025,0.5202181737,0.2234012294,2.8283035605,-2.8730986389,3.5698665854,-2.0854251384,1.6540550066,-3.0550697075,1.8320538069,-2.2239666455,1.5116079288,-2.7679328025,3.0031013466,-2.8505177368,1.5744303944,-1.4655988786,1.3974761522,0.1350484405,1.003279364,-1.5680347068
YKR081C,3.6702601974,0.0149760105,0.6046656226,-0.518117151,0.7305413107,0.360156987,2.7877475038,-1.9297425266,2.9615836912,-1.4569918134,2.8973285202,-3.0603139281,3.6707240132,-2.4207644991,1.3873751147,-2.01237204,3.9146432907,-2.5830469413,0.801407763,0.1563484748,1.9300335329,-1.0452699132,0.9087966833,-1.3302116525
YGL104C,0.1319900596,0.0309112693,0.4250895573,-0.5892479119,0.6752130621,0.2110029502,0.2390417112,-0.5440140569,0.248561002,-1.1043747578,0.1041299496,-0.1145970452,0.1557820851,-0.6997313813,0.1193961035,-1.7588006237,0.2078990621,-2.0415419757,0.2654927635,-1.0752213706,0.1657637475,0.5730617426,0.2802735071,-0.6746198632
YPL230W,0.2929224948,-1.0459790552,0.6169075264,-0.6288963244,0.8100282981,0.1393966155,0.2197679355,-0.1997045315,0.1644573961,0.0997122454,0.1542891203,0.0224189322,0.2403786678,-1.3555441739,0.149938029,-0.7331897125,0.172416494,-0.8821556264,0.254001621,0.292617214,0.6392087434,0.0321045853,0.4115382369,-0.9947533245
YBR284W,0.5890377831,-0.6707686305,0.6361568649,-0.6567365061,0.7564053722,0.1592748778,0.517259914,-1.2750109868,0.3311104629,-0.0011410878,0.4149290781,-1.3620966027,0.7135153587,-2.1764611563,0.283518194,-1.6734589115,0.4078925743,-1.8912127811,0.3927689268,0.1352781777,0.4562101243,-0.5897085739,0.447326864,-0.9087360028
YLR201C,0.4975594542,0.148153092,0.3652308689,0.416640459,0.7298781297,-0.3197993078,0.473051833,-1.4450013554,0.4447531179,-1.3568664135,0.3595449973,-1.4137707833,0.5878425511,-2.3301436003,0.2417268405,-1.7507189481,0.499956616,-2.0330701304,0.4188506891,-0.8508100892,0.6047094207,-0.7302101837,0.4852191658,-0.6765833112
YPR119W,1.0861483725,0.2677918465,0.2801285305,-0.0043913731,0.481753672,0.0643376954,0.9166813289,-1.011687647,2.0468445496,-1.4204766866,0.930529865,-1.9757777592,1.2455658165,-1.5980458148,0.445575172,-2.2064601335,1.6951529425,-4.1303538255,1.0737460919,-0.5386729472,0.7795899901,-0.8264362306,0.500229946,-0.5622708586
YDL164C,0.2792078035,0.8234502267,0.610744361,-0.5298151467,0.6475489377,-0.0837563735,0.5468477944,-1.5294083069,0.6751727482,-1.7517233331,0.2419495225,-1.2121884658,0.244239531,-1.3828567457,0.3070496063,-2.3945751379,0.9509014734,-3.0995063943,0.3004371252,0.6759448421,0.2834935349,-0.5904694295,0.1732804422,0.3641056317
YER060W,0.6507021528,0.5037642863,0.5701350111,-0.6341587226,1.0332360958,-0.2001454733,0.9009221063,-2.2222135374,1.0868721631,-1.648669997,0.7190683678,-2.2803638579,0.678021971,-1.99499711,0.4168266336,-1.9191741311,1.1428992917,-2.9905216121,0.9327635201,-0.1217808927,1.1264489735,-0.7339614414,0.5785031615,-0.6336183428
YEL016C,0.3162966568,0.0933230731,0.5424429803,-0.2664155619,0.8844940575,0.0947832809,0.4370251515,-0.7664435821,0.4613622926,-0.8867310788,0.2294246595,-0.6440367727,0.4204507306,-1.2786361477,0.2475961073,-1.3213592187,0.6855931273,-2.9728782417,0.3527136739,-0.8774662092,0.4544808505,-0.4218403034,0.2566595868,0.0157547249
YOR204W,5.2264321324,0.3656986285,0.7054713686,-0.3924661911,0.9806553116,0.1739280094,3.0276356379,-0.6226664304,6.9502548514,-1.0686508665,4.7254365498,-2.1236210274,5.5576817126,-1.7600755476,2.0323966681,-1.7611442045,7.9381410331,-3.4111766543,1.8360523639,1.027141837,8.4049744981,-1.1973796665,3.4265693045,-0.8515803123
